Answer,Question,RelativeQuestion,intent,entities
淋病之治療藥物屬健保給付範圍，您可就近至各健保特約醫事機構(醫院及診所)，並支付門診掛號費，即可接受淋病治療。<br />,自費淋病用藥藥多少錢?,淋病要怎麼治療?-淋病用藥有哪些廠牌?-淋病用藥後要注意什麼?,自費用藥,淋病
淋病依個案本身狀況(成年人、新生兒、懷孕婦女)有不同用藥，請參閱病人之治療照護。<br /><a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/5ncgiP3wAZY4tw338eWNKg'>https://www.cdc.gov.tw/Category/MPage/5ncgiP3wAZY4tw338eWNKg</a>,了解淋病用藥?,淋病用藥後要注意什麼?-淋病用藥可否自行停藥?-服用淋病用藥有哪些副作用?,用藥介紹,淋病
目前淋病用藥屬健保給付範圍，且無特定廠牌之區分。<br />,淋病用藥有哪些廠牌?,我能公費使用淋病用藥?-淋病用藥後要注意什麼?-服用淋病用藥有哪些副作用?,用藥類別,淋病
應遵從醫師指示接受完整療程，不可擅自停藥；並應落實性行為過程正確使用保險套、避免多重性伴侶等。<br />,淋病用藥後要注意什麼?,這是淋病治療後的副作用嗎?-淋病用藥有哪些廠牌?-服用淋病用藥有哪些副作用?,用藥注意事項,淋病
目前淋病治療方式以抗生素為主，而少數人在服用抗生素後，可能出現便秘、腹瀉等副作用。如您服藥後產生前述徵狀，且持續一段時間或轉趨嚴重，則應停止服藥並儘快就醫。<br />此外，部分個案可能對抗生素有過敏反應，服藥後可能出現紅疹、搔癢或嚴重腹瀉等症狀，應立即停止服藥並尋求醫師協助。因此，若您曾對某些抗生素或其他藥物有過敏反應(或不確定是否過敏)，請事先告知醫師，以利評估合適之治療方式。<br />,這是淋病治療後的副作用嗎?,淋病要怎麼治療?-服用淋病用藥有哪些副作用?-淋病用藥後要注意什麼?,治療副作用,淋病
目前淋病治療方式以抗生素為主，而少數人在服用抗生素後，可能出現便秘、腹瀉等副作用。如您服藥後產生前述徵狀，且持續一段時間或轉趨嚴重，則應停止服藥並儘快就醫。<br />此外，部分個案可能對抗生素有過敏反應，服藥後可能出現紅疹、搔癢或嚴重腹瀉等症狀，應立即停止服藥並尋求醫師協助。因此，若您曾對某些抗生素或其他藥物有過敏反應(或不確定是否過敏)，請事先告知醫師，以利評估合適之治療方式。<br />,服用淋病用藥有哪些副作用?,我能公費使用淋病用藥?-淋病用藥後要注意什麼?-服用淋病用藥有哪些副作用?,用藥副作用,淋病
感染淋病後，應遵從醫師指示接受治療與服藥，並經醫師評估療程完成，才可停藥。<br />,淋病用藥可否自行停藥?,淋病要怎麼治療?-這是淋病治療後的副作用嗎?-了解淋病用藥?,自行停藥,淋病
感染淋病後不須接受隔離，但應落實性行為過程正確使用保險套、避免多重性伴侶等，並遵從醫師指示完成療程。<br />,罹患淋病有需要隔離?,淋病會有什麼症狀?-如何預防淋病?-疑似感染淋病了怎麼辦?,隔離,淋病
myURL-https://www.cdc.gov.tw/Category/List/ic-0ciFwUhnV0aGn1BPyxg,淋病有什麼最新消息?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,最新消息,淋病
myURL-https://www.cdc.gov.tw/Category/MPage/PKkYHyOanatOxq9jahotlQ,淋病有哪些重要指引教材?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,重要指引及教材,淋病
,淋病該如何家裡清潔?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,家裡清潔,淋病
,淋病有哪些重要表單?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,重要表單,淋病
,淋病的問與答?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,問與答,淋病
myURL-https://www.cdc.gov.tw/Category/List/IQXiAsMStgoHP9zZ3L9J2w,淋病有哪些研究出版?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,研究出版,淋病
myURL-https://www.cdc.gov.tw/Category/List/iQm-Yyl2gEz4u2GboDdqrg,淋病有哪些宣導素材?,淋病會有什麼症狀?-如何預防淋病?-什麼是淋病?,宣導素材,淋病
梅毒是由梅毒螺旋體所導致的一種慢性性傳染病。,什麼是梅毒?,梅毒會有什麼症狀?-如何預防梅毒?-疑似感染梅毒了怎麼辦?,認識疾病,梅毒
梅毒常見感染症狀包括生殖器出現無痛性潰瘍及硬性下疳（無壓痛感，但按壓有清澈之滲出液溢出）、全身皮膚隆起紅豆般大小的疹子<br />但若為潛伏性梅毒則可能無臨床症狀，需藉梅毒相關檢驗及臨床醫師診斷才能研判<br />,梅毒會有什麼症狀?,梅毒傳染途徑為何?-梅毒流行地區有哪些?-如何預防梅毒?,臨床症狀,梅毒
梅毒可透過胎盤傳染給胎兒，造成新生兒感染先天性梅毒，嚴重甚至會導致死產或死亡。,罹患梅毒的嚴重性?,梅毒傳染途徑為何?-梅毒流行地區有哪些?-如何預防梅毒?,嚴重性,梅毒
梅毒常見感染症狀包括生殖器出現無痛性潰瘍及硬性下疳(無壓痛感，但按壓有清澈之滲出液溢出)、全身皮膚隆起紅豆般大小的疹子。但若為潛伏性梅毒則可能無臨床症狀，需藉梅毒相關檢驗及臨床醫師診斷才能研判。,梅毒有什麼危險徵兆?,梅毒傳染途徑為何?-梅毒流行地區有哪些?-如何預防梅毒?,危險徵兆,梅毒
梅毒螺旋體可能侵入腦脊髓液或腦脊髓膜，造成「神經性梅毒」<br />臨床可能出現頭痛、煩躁不安、複視、記憶力消退、半身不遂等複雜多變之神經性症狀，需靠醫師診斷及相關檢驗才能進行確診<br />,梅毒有什麼併發症?,梅毒傳染途徑為何?-梅毒流行地區有哪些?-如何預防梅毒?,併發症,梅毒
曾從事不安全性行為或與人共用針具或稀釋液者皆可能感染梅毒，應定期接受梅毒篩檢。,梅毒有哪些高風險族群?,梅毒有什麼併發症?-如何預防梅毒?-除了接種或投藥外的梅毒預防方法?,高風險族群,梅毒
梅毒的主要傳染途徑是不安全性行為、血液傳染及母子垂直傳染。,梅毒傳染途徑為何?,梅毒流行地區有哪些?-梅毒會有什麼症狀?-如何預防梅毒?,傳染方式,梅毒
梅毒潛伏期約10至90天，通常約3週；感染初期之傳染力最強。,梅毒潛伏期和可傳染期?,梅毒有哪些高風險族群?-梅毒傳染途徑為何?-梅毒流行地區有哪些?,潛伏期,梅毒
myURL-https://www.cdc.gov.tw/Category/Page/pzPKSi2S4zCt94DDnwqVNg,梅毒的國內流行期?,梅毒流行地區有哪些?-梅毒傳染途徑為何?-梅毒有哪些高風險族群?,流行期,梅毒
梅毒為全球性之性傳染病。,梅毒流行地區有哪些?,梅毒有什麼併發症?-如何預防梅毒?-除了接種或投藥外的梅毒預防方法?,流行地區,梅毒
落實性行為過程正確且全程使用保險套，並搭配水性潤滑液、避免多重性伴侶或與人共用針具或稀釋液等。,如何預防梅毒?,我想了解梅毒疫苗?-梅毒會有什麼症狀?-疑似感染梅毒了怎麼辦?,預防方法,梅毒
myURL-https://www.cdc.gov.tw/Category/Page/pzPKSi2S4zCt94DDnwqVNg,除了接種或投藥外的梅毒預防方法?,梅毒有什麼危險徵兆?-梅毒的國內流行期?-接種梅毒疫苗需要額外付費嗎?,以外預防方法,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,何時需要進行梅毒的預防接種或投藥?,接種梅毒疫苗該帶什麼證件?-有梅毒疫苗的擴大施打對象嗎?-接種梅毒疫苗前要經過醫師評估?,何時接種,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,我可以公費接種梅毒疫苗或投藥嗎?,有梅毒疫苗的擴大施打對象嗎?-我想了解梅毒疫苗?-接種梅毒疫苗前要經過醫師評估?,公費疫苗,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,接種梅毒疫苗該帶什麼證件?,有梅毒疫苗的擴大施打對象嗎?-我可以公費接種梅毒疫苗或投藥嗎?-接種梅毒疫苗前要經過醫師評估?,接種證件,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,有梅毒疫苗的擴大施打對象嗎?,我想了解梅毒疫苗?-我可以公費接種梅毒疫苗或投藥嗎?-接種梅毒疫苗前要經過醫師評估?,疫苗擴大施打對象,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,接種梅毒疫苗前要經過醫師評估?,有梅毒疫苗的擴大施打對象嗎?-我可以公費接種梅毒疫苗或投藥嗎?-我想了解梅毒疫苗?,疫苗醫師評估,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種梅毒疫苗需要額外付費嗎?,梅毒會有什麼症狀?-如何預防梅毒?-疑似感染梅毒了怎麼辦?,疫苗費用,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,我現在適合接種梅毒疫苗嗎?,梅毒疫苗保護力可以持續多久?-如何預防梅毒?-我想了解梅毒疫苗?,合適接種,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,我想了解梅毒疫苗?,梅毒疫苗保護力可以持續多久?-了解梅毒用藥?-接種梅毒疫苗後會有什麼副作用?,疫苗接種,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,梅毒疫苗有哪些廠牌?,梅毒疫苗保護力可以持續多久?-接種梅毒疫苗後會有什麼副作用?-如何預防梅毒?,疫苗類別,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,梅毒疫苗該接種幾劑?,梅毒疫苗保護力可以持續多久?-接種梅毒疫苗後會有什麼副作用?-如何預防梅毒?,接種幾劑,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,梅毒疫苗保護力可以持續多久?,我現在適合接種梅毒疫苗嗎?-梅毒疫苗有哪些廠牌?-梅毒疫苗該接種幾劑?,疫苗保護力,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,接種梅毒疫苗後或投藥後要注意什麼?,梅毒疫苗保護力可以持續多久?-梅毒疫苗有哪些廠牌?-除了接種或投藥外的梅毒預防方法?,接種注意事項,梅毒
梅毒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！,接種梅毒疫苗後會有什麼副作用?,梅毒疫苗保護力可以持續多久?-疑似罹患梅毒要去哪裡就醫?-疑似罹患梅毒要去哪裡就醫?,疫苗副作用,梅毒
梅毒臨床症狀複雜且多變，若懷疑感染梅毒，勿自行至藥局買藥或誤信偏方，應儘速就醫，由醫師協助臨床診斷。,疑似感染梅毒了怎麼辦?,疑似罹患梅毒要去哪裡就醫?-接種梅毒疫苗後會有什麼副作用?-梅毒會有什麼症狀?,疑似感染,梅毒
若感染梅毒，勿自行至藥局買藥或誤信偏方，應儘速就醫接受治療，並建議告知自己的性伴侶接受梅毒相關的諮詢、檢驗及治療，避免延誤就醫治療時機。,罹患梅毒要注意什麼?,梅毒疫苗保護力可以持續多久?-接種梅毒疫苗後會有什麼副作用?-梅毒要怎麼治療?,感染注意事項,梅毒
曾從事不安全性行為或與人共用針具或稀釋液者皆可能感染梅毒，應定期接受梅毒篩檢。,我需要做梅毒篩檢嗎?,梅毒要怎麼治療?-梅毒傳染途徑為何?-梅毒流行地區有哪些?,篩檢,梅毒
若懷疑自己感染梅毒，應儘速至各縣市醫療院所就醫及諮詢，亦可參考本署全球資訊網「性健康友善門診一覽表」尋求相關衛教諮詢與醫療服務(詳情可見：<a target='_blank' href='https://ppt.cc/fj9Rox'>https://ppt.cc/fj9Rox</a>)。,疑似罹患梅毒要去哪裡就醫?,我需要做梅毒篩檢嗎?-梅毒傳染途徑為何?-梅毒有哪些高風險族群?,就醫地點,梅毒
目前已有抗生素可有效治療梅毒，如果懷疑自己感染梅毒，勿自行至藥局買藥或誤信偏方，請儘速就醫。<br />,梅毒要怎麼治療?,我能公費使用梅毒用藥?-如何預防梅毒?-除了接種或投藥外的梅毒預防方法?,診斷與治療,梅毒
梅毒之治療藥物屬健保給付範圍，您可就近至各健保特約醫事機構(醫院及診所)，並支付門診掛號費，即可接受梅毒治療。<br />,我能公費使用梅毒用藥?,服用梅毒用藥有哪些副作用?-梅毒用藥有哪些廠牌?-梅毒用藥可否自行停藥?,公費藥劑,梅毒
目前梅毒之用藥以抗生素為主，且治療之處方會隨著梅毒感染期別、懷孕與否或合併感染其他疾病而有不同，故應由醫師綜合評估後決定合適之治療用藥，切勿自行至藥局買藥或誤信偏方，請儘速就醫，尋求醫師專業建議。<br />,我適合使用梅毒用藥?,梅毒要怎麼治療?-梅毒用藥可否自行停藥?-了解梅毒用藥?,合適用藥,梅毒
目前梅毒之用藥以抗生素為主，且治療之處方會隨著梅毒感染期別、懷孕與否或合併感染其他疾病而有不同，故應由醫師綜合評估後決定合適之治療用藥，切勿自行至藥局買藥或誤信偏方，請儘速就醫，尋求醫師專業建議。<br />,能自行領用梅毒用藥?,服用梅毒用藥有哪些副作用?-這是梅毒治療後的副作用嗎?-了解梅毒用藥?,自行領藥,梅毒
梅毒之治療藥物屬健保給付範圍，您可就近至各健保特約醫事機構(醫院及診所)，並支付門診掛號費，即可接受梅毒治療。<br />,自費梅毒用藥藥多少錢?,梅毒要怎麼治療?-梅毒用藥有哪些廠牌?-梅毒用藥後要注意什麼?,自費用藥,梅毒
梅毒依據不同分期有不同的藥物處置，請參閱病人之治療照護。<br /><a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/PmgzeOdhILE9qPqC5cT2OQ'>https://www.cdc.gov.tw/Category/MPage/PmgzeOdhILE9qPqC5cT2OQ</a>,了解梅毒用藥?,梅毒用藥後要注意什麼?-梅毒用藥可否自行停藥?-服用梅毒用藥有哪些副作用?,用藥介紹,梅毒
目前梅毒用藥屬健保給付範圍，且無特定廠牌之區分。<br />,梅毒用藥有哪些廠牌?,我能公費使用梅毒用藥?-梅毒用藥後要注意什麼?-服用梅毒用藥有哪些副作用?,用藥類別,梅毒
應遵從醫師指示接受完整療程，不可擅自停藥；並應落實性行為過程正確使用保險套、避免多重性伴侶等。<br /><a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/PmgzeOdhILE9qPqC5cT2OQ'>https://www.cdc.gov.tw/Category/MPage/PmgzeOdhILE9qPqC5cT2OQ</a>,梅毒用藥後要注意什麼?,這是梅毒治療後的副作用嗎?-梅毒用藥有哪些廠牌?-服用梅毒用藥有哪些副作用?,用藥注意事項,梅毒
目前梅毒治療方式以抗生素為主，而少數人在服用抗生素後，可能出現便秘、腹瀉等副作用。如您服藥後產生前述徵狀，且持續一段時間或轉趨嚴重，則應停止服藥並儘快就醫。<br />此外，部分個案可能對抗生素有過敏反應，服藥後可能出現紅疹、搔癢或嚴重腹瀉等症狀，應立即停止服藥並尋求醫師協助。因此，若您曾對某些抗生素或其他藥物有過敏反應(或不確定是否過敏)，請事先告知醫師，以利評估合適之治療方式。<br />,這是梅毒治療後的副作用嗎?,梅毒要怎麼治療?-服用梅毒用藥有哪些副作用?-梅毒用藥後要注意什麼?,治療副作用,梅毒
目前梅毒治療方式以抗生素為主，而少數人在服用抗生素後，可能出現便秘、腹瀉等副作用。如您服藥後產生前述徵狀，且持續一段時間或轉趨嚴重，則應停止服藥並儘快就醫。<br />此外，部分個案可能對抗生素有過敏反應，服藥後可能出現紅疹、搔癢或嚴重腹瀉等症狀，應立即停止服藥並尋求醫師協助。因此，若您曾對某些抗生素或其他藥物有過敏反應(或不確定是否過敏)，請事先告知醫師，以利評估合適之治療方式。<br />,服用梅毒用藥有哪些副作用?,我能公費使用梅毒用藥?-梅毒用藥後要注意什麼?-服用梅毒用藥有哪些副作用?,用藥副作用,梅毒
感染梅毒後，應遵從醫師指示接受治療與服藥，並經醫師評估療程完成，才可停藥。<br />,梅毒用藥可否自行停藥?,梅毒要怎麼治療?-這是梅毒治療後的副作用嗎?-了解梅毒用藥?,自行停藥,梅毒
感染梅毒後不須接受隔離，但應落實性行為過程正確使用保險套、避免多重性伴侶等，並遵從醫師指示完成療程。<br />,罹患梅毒有需要隔離?,梅毒會有什麼症狀?-如何預防梅毒?-疑似感染梅毒了怎麼辦?,隔離,梅毒
myURL-https://www.cdc.gov.tw/Category/List/iXpzLwvtnBB6Cc8Q1GLeBw,梅毒有什麼最新消息?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,最新消息,梅毒
myURL-https://www.cdc.gov.tw/Category/MPage/cPfLW_r8LzAG3XZq9X9TXQ,梅毒有哪些重要指引教材?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,重要指引及教材,梅毒
,梅毒該如何家裡清潔?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,家裡清潔,梅毒
,梅毒有哪些重要表單?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,重要表單,梅毒
,梅毒的問與答?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,問與答,梅毒
myURL-https://www.cdc.gov.tw/Category/List/n9NbiUkwFV7dSibEWVgNeA,梅毒有哪些研究出版?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,研究出版,梅毒
myURL-https://www.cdc.gov.tw/Category/List/wdAeiCl72maXlth7ZKxoJw,梅毒有哪些宣導素材?,梅毒會有什麼症狀?-如何預防梅毒?-什麼是梅毒?,宣導素材,梅毒
漢生病俗稱麻風或癩病，1873年挪威醫師Hansen發現是由抗酸桿菌－Mycobacterium leprae（M. leprae，麻風桿菌）所引起的疾病，故又稱漢生病（Hansen’s disease）<br />漢生病是一種可治癒且不容易傳染的慢性病主要影響人體皮膚、周邊神經及黏膜，如果沒有及早治療，皮膚與身體其他器官會因麻風桿菌過度繁殖與發炎造成發紅、變色、變形，入侵末梢神經導致皮膚知覺麻木，皮膚無法感覺疼痛而無法自我保護；當一再受到外界的刺激傷害而不自知時，肢體容易嚴重殘缺變形<br />臺灣目前每年新發生病例約為10例左右，已經達到世界衛生組織消除漢生病之標準。惟近年來受國際間人員往來頻繁，高發生地區外籍人士的移入，增加境外移入的風險，所以對於該疾病仍不可輕忽<br />,什麼是漢生病?,漢生病會有什麼症狀?-如何預防漢生病?-疑似感染漢生病了怎麼辦?,認識疾病,漢生病
早期症狀為皮膚出現紅色或白色斑塊、丘疹或小結節，患處感覺喪失；但在很早期時，皮膚感覺可能是正常的。,漢生病會有什麼症狀?,漢生病傳染途徑為何?-漢生病流行地區有哪些?-如何預防漢生病?,臨床症狀,漢生病
漢生病不痛不癢，多數麻木，無知覺，斑塊內無毛髮、不出汗、乾燥或有光澤，自皮膚抹片檢查，常可發現麻風分枝桿菌<br />若延遲治療，晚期漢生病患者的身體器官受到嚴重的侵害，即可能造成患者失明、耳聾、爪形手、鼻樑塌陷、鬚眉掉落、獅面、肥耳、四肢潰爛、手足末端缺損等症狀<br />,罹患漢生病的嚴重性?,漢生病傳染途徑為何?-漢生病流行地區有哪些?-如何預防漢生病?,嚴重性,漢生病
早期症狀為皮膚出現紅色或白色斑塊、丘疹或小結節，患處感覺喪失；但在很早期時，皮膚感覺可能是正常的。,漢生病有什麼危險徵兆?,漢生病傳染途徑為何?-漢生病流行地區有哪些?-如何預防漢生病?,危險徵兆,漢生病
早期症狀為皮膚出現紅色或白色斑塊、丘疹或小結節，患處感覺喪失；但在很早期時，皮膚感覺可能是正常的。,漢生病有什麼併發症?,漢生病傳染途徑為何?-漢生病流行地區有哪些?-如何預防漢生病?,併發症,漢生病
myURL-https://www.cdc.gov.tw/Category/Page/4zqQsa-pZ4HK8Qw6b3Yqaw,漢生病有哪些高風險族群?,漢生病有什麼併發症?-如何預防漢生病?-除了接種或投藥外的漢生病預防方法?,高風險族群,漢生病
漢生病不會遺傳，也不會經由食物傳染，真正傳染方式不明，較為廣泛接受的傳染方式係與患者長期密切接觸，經由鼻腔、上呼吸道粘膜接觸到含有麻風桿菌的鼻腔分泌物而受到感染。,漢生病傳染途徑為何?,漢生病流行地區有哪些?-漢生病會有什麼症狀?-如何預防漢生病?,傳染方式,漢生病
潛伏期從數個月到數十年不等，通常為2-5年；結核型2-5年、腫瘤型8-12年<br />我國自民國72年起，即依據世界衛生組織的建議，對漢生病患者施予多重藥物治療(Multiple Drug Therapy， MDT)，倘依醫師指示服藥，漢生病是可以治癒，且患者經服藥後，便不具傳染性<br />,漢生病潛伏期和可傳染期?,漢生病有哪些高風險族群?-漢生病傳染途徑為何?-漢生病流行地區有哪些?,潛伏期,漢生病
myURL-https://www.cdc.gov.tw/Category/Page/4zqQsa-pZ4HK8Qw6b3Yqaw,漢生病的國內流行期?,漢生病流行地區有哪些?-漢生病傳染途徑為何?-漢生病有哪些高風險族群?,流行期,漢生病
全球較大的漢生病流行區有巴西、印度、孟加拉、尼泊爾、緬甸、菲律賓及印尼等國。,漢生病流行地區有哪些?,漢生病有什麼併發症?-如何預防漢生病?-除了接種或投藥外的漢生病預防方法?,流行地區,漢生病
注重個人營養、健康與公共衛生，出現皮膚異狀時，就近前往皮膚科就診，由專科醫師進行檢查，確定病例之鼻腔分泌物或污染物應終期消毒，另有國外研究顯示卡介苗(BCG)對接觸者有某種程度預防效果。,如何預防漢生病?,我想了解漢生病疫苗?-漢生病會有什麼症狀?-疑似感染漢生病了怎麼辦?,預防方法,漢生病
myURL-https://www.cdc.gov.tw/Category/Page/4zqQsa-pZ4HK8Qw6b3Yqaw,除了接種或投藥外的漢生病預防方法?,漢生病有什麼危險徵兆?-漢生病的國內流行期?-接種漢生病疫苗需要額外付費嗎?,以外預防方法,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,何時需要進行漢生病的預防接種或投藥?,接種漢生病疫苗該帶什麼證件?-有漢生病疫苗的擴大施打對象嗎?-接種漢生病疫苗前要經過醫師評估?,何時接種,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我可以公費接種漢生病疫苗或投藥嗎?,有漢生病疫苗的擴大施打對象嗎?-我想了解漢生病疫苗?-接種漢生病疫苗前要經過醫師評估?,公費疫苗,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種漢生病疫苗該帶什麼證件?,有漢生病疫苗的擴大施打對象嗎?-我可以公費接種漢生病疫苗或投藥嗎?-接種漢生病疫苗前要經過醫師評估?,接種證件,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,有漢生病疫苗的擴大施打對象嗎?,我想了解漢生病疫苗?-我可以公費接種漢生病疫苗或投藥嗎?-接種漢生病疫苗前要經過醫師評估?,疫苗擴大施打對象,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種漢生病疫苗前要經過醫師評估?,有漢生病疫苗的擴大施打對象嗎?-我可以公費接種漢生病疫苗或投藥嗎?-我想了解漢生病疫苗?,疫苗醫師評估,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種漢生病疫苗需要額外付費嗎?,漢生病會有什麼症狀?-如何預防漢生病?-疑似感染漢生病了怎麼辦?,疫苗費用,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我現在適合接種漢生病疫苗嗎?,漢生病疫苗保護力可以持續多久?-如何預防漢生病?-我想了解漢生病疫苗?,合適接種,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,我想了解漢生病疫苗?,漢生病疫苗保護力可以持續多久?-了解漢生病用藥?-接種漢生病疫苗後會有什麼副作用?,疫苗接種,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,漢生病疫苗有哪些廠牌?,漢生病疫苗保護力可以持續多久?-接種漢生病疫苗後會有什麼副作用?-如何預防漢生病?,疫苗類別,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,漢生病疫苗該接種幾劑?,漢生病疫苗保護力可以持續多久?-接種漢生病疫苗後會有什麼副作用?-如何預防漢生病?,接種幾劑,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,漢生病疫苗保護力可以持續多久?,我現在適合接種漢生病疫苗嗎?-漢生病疫苗有哪些廠牌?-漢生病疫苗該接種幾劑?,疫苗保護力,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種漢生病疫苗後或投藥後要注意什麼?,漢生病疫苗保護力可以持續多久?-漢生病疫苗有哪些廠牌?-除了接種或投藥外的漢生病預防方法?,接種注意事項,漢生病
漢生病目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,接種漢生病疫苗後會有什麼副作用?,漢生病疫苗保護力可以持續多久?-疑似罹患漢生病要去哪裡就醫?-疑似罹患漢生病要去哪裡就醫?,疫苗副作用,漢生病
目前已有藥物可以有效治療漢生病，病患只要遵照醫師指示按規定服藥，漢生病都可治癒。若出現皮膚異狀等病徵，請立即就醫治療。疑似感染者可藉由皮膚抹片菌檢或切片檢查進行診斷，診斷時最適採檢部位以新病灶為首要，後續追蹤最適採檢部位優先順序為新病灶－舊病灶－耳垂，另可依個案臨床症狀進行視力及神經學等必要性檢查。疑似感染者可藉由皮膚抹片菌檢或切片檢查進行診斷，診斷時最適採檢部位以新病灶為首要，後續追蹤最適採檢部位優先順序為新病灶－舊病灶－耳垂，另可依個案臨床症狀進行視力及神經學等必要性檢查。,疑似感染漢生病了怎麼辦?,疑似罹患漢生病要去哪裡就醫?-接種漢生病疫苗後會有什麼副作用?-漢生病會有什麼症狀?,疑似感染,漢生病
請依照醫師指示服藥並進行相關追蹤檢查，且不可自行停藥。,罹患漢生病要注意什麼?,漢生病疫苗保護力可以持續多久?-接種漢生病疫苗後會有什麼副作用?-漢生病要怎麼治療?,感染注意事項,漢生病
若有出現相關皮膚病灶，可至「漢生病個案確診及治療醫院」就醫並進行相關檢查。,我需要做漢生病篩檢嗎?,漢生病要怎麼治療?-漢生病傳染途徑為何?-漢生病流行地區有哪些?,篩檢,漢生病
目前全臺有5家「漢生病個案確診及治療醫院」方便個案就醫及接受治療，包括：國立臺灣大學醫學院附設醫院、馬偕紀念醫院台北院區、臺中榮民總醫院、國立成功大學醫學院附設醫院及衛生福利部樂生療養院。,疑似罹患漢生病要去哪裡就醫?,我需要做漢生病篩檢嗎?-漢生病傳染途徑為何?-漢生病有哪些高風險族群?,就醫地點,漢生病
我國對於漢生病患者採用多重藥物合併療法(Multidrug therapy ， MDT)，依醫師指示服藥，漢生病不僅可以治癒，且服藥後便失去傳染性，但不可任意停藥，必須服藥至醫師判為完治為止。,漢生病要怎麼治療?,我能公費使用漢生病用藥?-如何預防漢生病?-除了接種或投藥外的漢生病預防方法?,診斷與治療,漢生病
您可就近至「漢生病個案確診及治療醫院」（台大、台北馬偕、台中榮總、成大、樂生療養院），即可接受漢生病治療。<br />漢生病確診個案，應配合該管衛生局接受「直接觀察治療」關懷員之送藥服務，並定期回院複診。<br /><a target='_blank' href='https://www.cdc.gov.tw/Uploads/2bd3028f-638f-4452-85f6-7281cea1f617.pdf'>（漢生病防治工作指引第13頁）</a>,我能公費使用漢生病用藥?,服用漢生病用藥有哪些副作用?-漢生病用藥有哪些廠牌?-漢生病用藥可否自行停藥?,公費藥劑,漢生病
目前漢生病之治療採用多重藥物合併療法，針對治療反應不佳或復發個案，應由醫師綜合評估後，決定合適之治療用藥，切勿自行至藥局買藥或誤信偏方，請儘速就醫，尋求醫師專業建議。<br /><a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/id_hQTIKPlhevBI4Qg99oA'>https://www.cdc.gov.tw/Category/MPage/id_hQTIKPlhevBI4Qg99oA</a>,我適合使用漢生病用藥?,漢生病要怎麼治療?-漢生病用藥可否自行停藥?-了解漢生病用藥?,合適用藥,漢生病
